question_text,student_answer,grade_label,marks,combined_text
what is ransomware,threatens,WEAK,2,what is ransomware [SEP] threatens
what is ransomware,a method of implementing a telecommunications network in which two network nodes establish a dedicated communications channel circuit through the network before the nodes may communicate,INCORRECT,0,what is ransomware [SEP] a method of implementing a telecommunications network in which two network nodes establish a dedicated communications channel circuit through the network before the nodes may communicate
what is ransomware,a type of volatile memory that uses flip flops to hold data and is faster but more expensive than dram often used for cache,INCORRECT,0,what is ransomware [SEP] a type of volatile memory that uses flip flops to hold data and is faster but more expensive than dram often used for cache
what is a logic gate,a physical electronic device implementing a boolean function performing a logical operation on one more binary inputs,GOOD,10,what is a logic gate [SEP] a physical electronic device implementing a boolean function performing a logical operation on one more binary inputs
what is a logic gate,device logic boolean performing one logical operation electronic function building block,PARTIAL,5,what is a logic gate [SEP] device logic boolean performing one logical operation electronic function building block
what is a logic gate,gate,WEAK,2,what is a logic gate [SEP] gate
what is a logic gate,normalization is the process of organizing data in a database to reduce redundancy and improve data integrity,INCORRECT,0,what is a logic gate [SEP] normalization is the process of organizing data in a database to reduce redundancy and improve data integrity
what is a logic gate,i don t know,INCORRECT,0,what is a logic gate [SEP] i don t know
what is a nand gate,a logic gate that produces a low output only if the inputs are high 1 it is a universal,GOOD,10,what is a nand gate [SEP] a logic gate that produces a low output only if the inputs are high 1 it is a universal
what is a nand gate,inputs gate high low if low if all high produces opposite of and,PARTIAL,5,what is a nand gate [SEP] inputs gate high low if low if all high produces opposite of and
what is a nand gate,logic,WEAK,2,what is a nand gate [SEP] logic
what is a nand gate,a mathematical operation to represent signed integers formed by taking the one s complement and adding 1 to the lsb,INCORRECT,0,what is a nand gate [SEP] a mathematical operation to represent signed integers formed by taking the one s complement and adding 1 to the lsb
what is a nand gate,i don t know,INCORRECT,0,what is a nand gate [SEP] i don t know
what is a nor gate,a logic gate that produces a high output 1 only if all the inputs are low 0,GOOD,10,what is a nor gate [SEP] a logic gate that produces a high output 1 only if all the inputs are low 0
what is a nor gate,inputs gate nor universal gate output logic high,PARTIAL,5,what is a nor gate [SEP] inputs gate nor universal gate output logic high
what is a nor gate,high if all low,WEAK,2,what is a nor gate [SEP] high if all low
what is a nor gate,i don t know,INCORRECT,0,what is a nor gate [SEP] i don t know
what is a nor gate,it is responsible for determining the path routing and logical addressing ip addressing of data packets,INCORRECT,0,what is a nor gate [SEP] it is responsible for determining the path routing and logical addressing ip addressing of data packets
what is a xor exclusive or gate,a digital logic gate that gives a true 1 output when the number of true inputs is odd or typically when inputs are different,GOOD,10,what is a xor exclusive or gate [SEP] a digital logic gate that gives a true 1 output when the number of true inputs is odd or typically when inputs are different
what is a xor exclusive or gate,odd number true gate different xor typically inputs addition,PARTIAL,5,what is a xor exclusive or gate [SEP] odd number true gate different xor typically inputs addition
what is a xor exclusive or gate,gives,WEAK,2,what is a xor exclusive or gate [SEP] gives
what is a xor exclusive or gate,an interface that allows users to interact with electronic devices through graphical icons and visual indicators,INCORRECT,0,what is a xor exclusive or gate [SEP] an interface that allows users to interact with electronic devices through graphical icons and visual indicators
what is a xor exclusive or gate,it refers to the maximum rate of data transfer across a given path typically measured in bits per second bps,INCORRECT,0,what is a xor exclusive or gate [SEP] it refers to the maximum rate of data transfer across a given path typically measured in bits per second bps
what is a combinational circuit,the output logic on present depends only input combination where digital the circuit g a variables of e adder,GOOD,10,what is a combinational circuit [SEP] the output logic on present depends only input combination where digital the circuit g a variables of e adder
what is a combinational circuit,depends circuit no adder memory logic no memory circuit digital,PARTIAL,5,what is a combinational circuit [SEP] depends circuit no adder memory logic no memory circuit digital
what is a combinational circuit,no memory,WEAK,2,what is a combinational circuit [SEP] no memory
what is a combinational circuit,a graphical representation of the flow of data through an information system modeling its process aspects,INCORRECT,0,what is a combinational circuit [SEP] a graphical representation of the flow of data through an information system modeling its process aspects
what is a combinational circuit,i don t know,INCORRECT,0,what is a combinational circuit [SEP] i don t know
what is a sequential circuit,value has signals as present the where of past sequence depends on the as inputs input output well circuit a the of,GOOD,10,what is a sequential circuit [SEP] value has signals as present the where of past sequence depends on the as inputs input output well circuit a the of
what is a sequential circuit,input memory circuit sequence logical signals sequential past has memory flip flop,PARTIAL,5,what is a sequential circuit [SEP] input memory circuit sequence logical signals sequential past has memory flip flop
what is a sequential circuit,circuit,WEAK,2,what is a sequential circuit [SEP] circuit
what is a sequential circuit,in simplex mode communication is unidirectional data flows in only one direction e g radio broadcasting,INCORRECT,0,what is a sequential circuit [SEP] in simplex mode communication is unidirectional data flows in only one direction e g radio broadcasting
what is a sequential circuit,a data store represents a repository where data is stored for later use depicted by an open ended rectangle,INCORRECT,0,what is a sequential circuit [SEP] a data store represents a repository where data is stored for later use depicted by an open ended rectangle
what is a half adder,a combinational circuit that adds two single binary digits and produces a sum and a carry bit,GOOD,10,what is a half adder [SEP] a combinational circuit that adds two single binary digits and produces a sum and a carry bit
what is a half adder,single binary bits circuit sum adder two combinational arithmetic,PARTIAL,5,what is a half adder [SEP] single binary bits circuit sum adder two combinational arithmetic
what is a half adder,carry,WEAK,2,what is a half adder [SEP] carry
what is a half adder,a unique identifier assigned to a network interface controller nic for use as a network address in communications within a network segment,INCORRECT,0,what is a half adder [SEP] a unique identifier assigned to a network interface controller nic for use as a network address in communications within a network segment
what is a half adder,i don t know,INCORRECT,0,what is a half adder [SEP] i don t know
what is a full adder,a combinational circuit that adds three bits two inputs and a carry in and outputs a sum and a carry out,GOOD,10,what is a full adder [SEP] a combinational circuit that adds three bits two inputs and a carry in and outputs a sum and a carry out
what is a full adder,sum and carry out two circuit full adds bits adder sum,PARTIAL,5,what is a full adder [SEP] sum and carry out two circuit full adds bits adder sum
what is a full adder,adds three bits,WEAK,2,what is a full adder [SEP] adds three bits
what is a full adder,it allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads,INCORRECT,0,what is a full adder [SEP] it allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads
what is a full adder,i don t know,INCORRECT,0,what is a full adder [SEP] i don t know
what is a flip flop,store single stable to bit states that used and be two information a can circuit a state has,GOOD,10,what is a flip flop [SEP] store single stable to bit states that used and be two information a can circuit a state has
what is a flip flop,two single has used can states two stable states information sequential,PARTIAL,5,what is a flip flop [SEP] two single has used can states two stable states information sequential
what is a flip flop,state,WEAK,2,what is a flip flop [SEP] state
what is a flip flop,the complement of the product of two variables is equal to the sum of their complements ab a b,INCORRECT,0,what is a flip flop [SEP] the complement of the product of two variables is equal to the sum of their complements ab a b
what is a flip flop,it opens a file for reading only this is the default mode,INCORRECT,0,what is a flip flop [SEP] it opens a file for reading only this is the default mode
what is octal number system,a base 8 number system that uses digits from 0 to,GOOD,10,what is octal number system [SEP] a base 8 number system that uses digits from 0 to
what is octal number system,number system base 8 base,PARTIAL,5,what is octal number system [SEP] number system base 8 base
what is octal number system,uses,WEAK,2,what is octal number system [SEP] uses
what is octal number system,i don t know,INCORRECT,0,what is octal number system [SEP] i don t know
what is octal number system,i don t know,INCORRECT,0,what is octal number system [SEP] i don t know
what is hexadecimal number system,that uses base letters a system a 9 f digits number 16 and,GOOD,10,what is hexadecimal number system [SEP] that uses base letters a system a 9 f digits number 16 and
what is hexadecimal number system,digits base base 16 system 0 9 a f letters representation,PARTIAL,5,what is hexadecimal number system [SEP] digits base base 16 system 0 9 a f letters representation
what is hexadecimal number system,0 9 a f,WEAK,2,what is hexadecimal number system [SEP] 0 9 a f
what is hexadecimal number system,an interface that allows users to interact with electronic devices through graphical icons and visual indicators,INCORRECT,0,what is hexadecimal number system [SEP] an interface that allows users to interact with electronic devices through graphical icons and visual indicators
what is hexadecimal number system,i don t know,INCORRECT,0,what is hexadecimal number system [SEP] i don t know
what is the msb most significant bit,left with number bit the binary multiple in most bit the largest bit,GOOD,10,what is the msb most significant bit [SEP] left with number bit the binary multiple in most bit the largest bit
what is the msb most significant bit,most bit value multiple significant left most bit position,PARTIAL,5,what is the msb most significant bit [SEP] most bit value multiple significant left most bit position
what is the msb most significant bit,largest value,WEAK,2,what is the msb most significant bit [SEP] largest value
what is the msb most significant bit,a relation is in 3nf if it is in 2nf and has no transitive dependencies non key attributes depend only on the primary key,INCORRECT,0,what is the msb most significant bit [SEP] a relation is in 3nf if it is in 2nf and has no transitive dependencies non key attributes depend only on the primary key
what is the msb most significant bit,the time waiting for the disk sector to rotate under the read write head,INCORRECT,0,what is the msb most significant bit [SEP] the time waiting for the disk sector to rotate under the read write head
what is the lsb least significant bit,the bit in a multiple bit binary number with smallest value right bit,GOOD,10,what is the lsb least significant bit [SEP] the bit in a multiple bit binary number with smallest value right bit
what is the lsb least significant bit,multiple binary least most right most bit smallest value,PARTIAL,5,what is the lsb least significant bit [SEP] multiple binary least most right most bit smallest value
what is the lsb least significant bit,right,WEAK,2,what is the lsb least significant bit [SEP] right
what is the lsb least significant bit,a unique identifier assigned to a network interface controller nic for use as a network address in communications within a network segment,INCORRECT,0,what is the lsb least significant bit [SEP] a unique identifier assigned to a network interface controller nic for use as a network address in communications within a network segment
what is the lsb least significant bit,it is a register that holds the current instruction being executed or decoded,INCORRECT,0,what is the lsb least significant bit [SEP] it is a register that holds the current instruction being executed or decoded
what is parity bit,a bit added to a string of binary code to ensure that the total number of 1 bits in the string is even or odd error detection,GOOD,10,what is parity bit [SEP] a bit added to a string of binary code to ensure that the total number of 1 bits in the string is even or odd error detection
what is parity bit,binary string bits even detection even or odd total ensure bit,PARTIAL,5,what is parity bit [SEP] binary string bits even detection even or odd total ensure bit
what is parity bit,detection,WEAK,2,what is parity bit [SEP] detection
what is parity bit,a method of grouping data that is transmitted over a digital network into packets which are sent independently and reassembled at the destination,INCORRECT,0,what is parity bit [SEP] a method of grouping data that is transmitted over a digital network into packets which are sent independently and reassembled at the destination
what is parity bit,a lan local area network connects devices within a limited area like a home or office while a wan wide area network covers a large geographic area,INCORRECT,0,what is parity bit [SEP] a lan local area network connects devices within a limited area like a home or office while a wan wide area network covers a large geographic area
what is sign and magnitude representation,a method where the most significant bit represents the sign 0 for 1 for and the remaining bits represent the magnitude,GOOD,10,what is sign and magnitude representation [SEP] a method where the most significant bit represents the sign 0 for 1 for and the remaining bits represent the magnitude
what is sign and magnitude representation,method represents representation bit sign bit most represent bits binary representation,PARTIAL,5,what is sign and magnitude representation [SEP] method represents representation bit sign bit most represent bits binary representation
what is sign and magnitude representation,most,WEAK,2,what is sign and magnitude representation [SEP] most
what is sign and magnitude representation,it is a control flow statement that executes a block of code only if a specified condition is true,INCORRECT,0,what is sign and magnitude representation [SEP] it is a control flow statement that executes a block of code only if a specified condition is true
what is sign and magnitude representation,it is used to add delete or modify columns in an existing table,INCORRECT,0,what is sign and magnitude representation [SEP] it is used to add delete or modify columns in an existing table
what is one s complement,a method to represent negative numbers inverting all the bits of the number,GOOD,10,what is one s complement [SEP] a method to represent negative numbers inverting all the bits of the number
what is one s complement,inverting numbers complement negative numbers bits positive,PARTIAL,5,what is one s complement [SEP] inverting numbers complement negative numbers bits positive
what is one s complement,represent,WEAK,2,what is one s complement [SEP] represent
what is one s complement,the topmost layer that provides network services directly to end users and applications e g http ftp smtp,INCORRECT,0,what is one s complement [SEP] the topmost layer that provides network services directly to end users and applications e g http ftp smtp
what is one s complement,a bit added to a string of binary code to ensure that the total number of 1 bits in the string is even or odd error detection,INCORRECT,0,what is one s complement [SEP] a bit added to a string of binary code to ensure that the total number of 1 bits in the string is even or odd error detection
what is two s complement,a mathematical operation to represent signed integers formed by taking the one s complement and adding 1 to the lsb,GOOD,10,what is two s complement [SEP] a mathematical operation to represent signed integers formed by taking the one s complement and adding 1 to the lsb
what is two s complement,formed taking two s mathematical operation plus represent one s arithmetic,PARTIAL,5,what is two s complement [SEP] formed taking two s mathematical operation plus represent one s arithmetic
what is two s complement,integers,WEAK,2,what is two s complement [SEP] integers
what is two s complement,a network management protocol used to automatically assign ip addresses and other communication parameters to devices connected to the network,INCORRECT,0,what is two s complement [SEP] a network management protocol used to automatically assign ip addresses and other communication parameters to devices connected to the network
what is two s complement,i don t know,INCORRECT,0,what is two s complement [SEP] i don t know
what is ascii,american standard code for information interchange a character encoding standard for,GOOD,10,what is ascii [SEP] american standard code for information interchange a character encoding standard for
what is ascii,encoding code character encoding ascii character american 7 bit,PARTIAL,5,what is ascii [SEP] encoding code character encoding ascii character american 7 bit
what is ascii,character,WEAK,2,what is ascii [SEP] character
what is ascii,i don t know,INCORRECT,0,what is ascii [SEP] i don t know
what is ascii,i don t know,INCORRECT,0,what is ascii [SEP] i don t know
what is unicode,an international encoding standard for use with different languages and scripts by which each letter digit or symbol is assigned a unique numeric value,GOOD,10,what is unicode [SEP] an international encoding standard for use with different languages and scripts by which each letter digit or symbol is assigned a unique numeric value
what is unicode,assigned encoding standard international standard symbol unique value use numeric international digit text encoding,PARTIAL,5,what is unicode [SEP] assigned encoding standard international standard symbol unique value use numeric international digit text encoding
what is unicode,unique value,WEAK,2,what is unicode [SEP] unique value
what is unicode,firmware stored on a rom chip that initializes and tests hardware during the boot process post,INCORRECT,0,what is unicode [SEP] firmware stored on a rom chip that initializes and tests hardware during the boot process post
what is unicode,short for else if it allows you to check multiple expressions for true and execute a block of code as soon as one of the conditions evaluates to true,INCORRECT,0,what is unicode [SEP] short for else if it allows you to check multiple expressions for true and execute a block of code as soon as one of the conditions evaluates to true
what is circuit switching,a method of implementing a telecommunications network in which two network nodes establish a dedicated communications channel circuit through the network before the nodes may communicate,GOOD,10,what is circuit switching [SEP] a method of implementing a telecommunications network in which two network nodes establish a dedicated communications channel circuit through the network before the nodes may communicate
what is circuit switching,before communicate before circuit two method through dedicated switching establish channel,PARTIAL,5,what is circuit switching [SEP] before communicate before circuit two method through dedicated switching establish channel
what is circuit switching,implementing,WEAK,2,what is circuit switching [SEP] implementing
what is circuit switching,a conditional statement that executes a block of code if the condition in the preceding if statement is false,INCORRECT,0,what is circuit switching [SEP] a conditional statement that executes a block of code if the condition in the preceding if statement is false
what is circuit switching,a uml diagram that shows how objects interact with each other in a specific time sequence,INCORRECT,0,what is circuit switching [SEP] a uml diagram that shows how objects interact with each other in a specific time sequence
difference between guided and unguided media,to path media media signals uses transmits a wireless signals air transmit guided through unguided,GOOD,10,difference between guided and unguided media [SEP] to path media media signals uses transmits a wireless signals air transmit guided through unguided
difference between guided and unguided media,wireless difference guided signals unguided path transmits cables guided air cables,PARTIAL,5,difference between guided and unguided media [SEP] wireless difference guided signals unguided path transmits cables guided air cables
difference between guided and unguided media,uses,WEAK,2,difference between guided and unguided media [SEP] uses
difference between guided and unguided media,a standard language for storing manipulating and retrieving data in databases,INCORRECT,0,difference between guided and unguided media [SEP] a standard language for storing manipulating and retrieving data in databases
difference between guided and unguided media,i don t know,INCORRECT,0,difference between guided and unguided media [SEP] i don t know
what is fiber optic transmission,it allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads,GOOD,10,what is fiber optic transmission [SEP] it allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads
what is fiber optic transmission,distances allows rates higher threads fiber glass systems long distances pulses through long high speed,PARTIAL,5,what is fiber optic transmission [SEP] distances allows rates higher threads fiber glass systems long distances pulses through long high speed
what is fiber optic transmission,glass threads,WEAK,2,what is fiber optic transmission [SEP] glass threads
what is fiber optic transmission,i don t know,INCORRECT,0,what is fiber optic transmission [SEP] i don t know
what is fiber optic transmission,a type of malware that when executed replicates itself by modifying other computer programs and inserting its own code,INCORRECT,0,what is fiber optic transmission [SEP] a type of malware that when executed replicates itself by modifying other computer programs and inserting its own code
what is the function of a modem,a modem modulator demodulator converts digital signals from a computer into analog signals for transmission over telephone lines and vice versa,GOOD,10,what is the function of a modem [SEP] a modem modulator demodulator converts digital signals from a computer into analog signals for transmission over telephone lines and vice versa
what is the function of a modem,vice signals function modem analog to digital digital converts lines over,PARTIAL,5,what is the function of a modem [SEP] vice signals function modem analog to digital digital converts lines over
what is the function of a modem,telephone,WEAK,2,what is the function of a modem [SEP] telephone
what is the function of a modem,a method to simplify boolean algebra expressions by organizing truth table values into a grid,INCORRECT,0,what is the function of a modem [SEP] a method to simplify boolean algebra expressions by organizing truth table values into a grid
what is the function of a modem,it pauses the program for the amount of time in milliseconds specified as a parameter,INCORRECT,0,what is the function of a modem [SEP] it pauses the program for the amount of time in milliseconds specified as a parameter
what is ip addressing,a addressing scheme used to identify devices on a network allowing them to communicate with other e 192 168 1,GOOD,10,what is ip addressing [SEP] a addressing scheme used to identify devices on a network allowing them to communicate with other e 192 168 1
what is ip addressing,logical addressing scheme devices each addressing identify other allowing ipv4,PARTIAL,5,what is ip addressing [SEP] logical addressing scheme devices each addressing identify other allowing ipv4
what is ip addressing,network,WEAK,2,what is ip addressing [SEP] network
what is ip addressing,dns translates human readable domain names like www google com into ip addresses that computers use to identify each other,INCORRECT,0,what is ip addressing [SEP] dns translates human readable domain names like www google com into ip addresses that computers use to identify each other
what is ip addressing,i don t know,INCORRECT,0,what is ip addressing [SEP] i don t know
what is subnetting,the practice of dividing a single physical network into two or more smaller logical sub networks subnets to improve efficiency and security,GOOD,10,what is subnetting [SEP] the practice of dividing a single physical network into two or more smaller logical sub networks subnets to improve efficiency and security
what is subnetting,improve logical subnets security more smaller single subnetting physical efficiency,PARTIAL,5,what is subnetting [SEP] improve logical subnets security more smaller single subnetting physical efficiency
what is subnetting,two,WEAK,2,what is subnetting [SEP] two
what is subnetting,a communication mode where data can flow in both directions simultaneously e g telephone,INCORRECT,0,what is subnetting [SEP] a communication mode where data can flow in both directions simultaneously e g telephone
what is subnetting,testing individual components or modules of a software application to validate that each unit performs as designed,INCORRECT,0,what is subnetting [SEP] testing individual components or modules of a software application to validate that each unit performs as designed
define network protocol,transmitted of how and rules define received set that a is over and a conventions,GOOD,10,define network protocol [SEP] transmitted of how and rules define received set that a is over and a conventions
define network protocol,over network set protocol transmitted set of rules data transmission,PARTIAL,5,define network protocol [SEP] over network set protocol transmitted set of rules data transmission
define network protocol,rules,WEAK,2,define network protocol [SEP] rules
define network protocol,a uml diagram that describes the dynamic behavior of a system by showing interactions between actors and the system,INCORRECT,0,define network protocol [SEP] a uml diagram that describes the dynamic behavior of a system by showing interactions between actors and the system
define network protocol,the final phase involving correcting errors improving performance and adapting the software to a changed environment,INCORRECT,0,define network protocol [SEP] the final phase involving correcting errors improving performance and adapting the software to a changed environment
what is the application layer in the osi model,the topmost layer that provides network services directly to end users and applications e g http ftp smtp,GOOD,10,what is the application layer in the osi model [SEP] the topmost layer that provides network services directly to end users and applications e g http ftp smtp
what is the application layer in the osi model,layer end users topmost ftp layer provides network services applications users network layer 7,PARTIAL,5,what is the application layer in the osi model [SEP] layer end users topmost ftp layer provides network services applications users network layer 7
what is the application layer in the osi model,ftp,WEAK,2,what is the application layer in the osi model [SEP] ftp
what is the application layer in the osi model,i don t know,INCORRECT,0,what is the application layer in the osi model [SEP] i don t know
what is the application layer in the osi model,a communication mode where data can flow in both directions but not simultaneously e g walkie talkie,INCORRECT,0,what is the application layer in the osi model [SEP] a communication mode where data can flow in both directions but not simultaneously e g walkie talkie
what is the presentation layer in the osi model,it ensures that data is in a usable format and is where data encryption and decryption occur,GOOD,10,what is the presentation layer in the osi model [SEP] it ensures that data is in a usable format and is where data encryption and decryption occur
what is the presentation layer in the osi model,encryption decryption format encryption usable format occur layer translation,PARTIAL,5,what is the presentation layer in the osi model [SEP] encryption decryption format encryption usable format occur layer translation
what is the presentation layer in the osi model,encryption decryption,WEAK,2,what is the presentation layer in the osi model [SEP] encryption decryption
what is the presentation layer in the osi model,a programming technique where a function calls itself in order to solve a problem,INCORRECT,0,what is the presentation layer in the osi model [SEP] a programming technique where a function calls itself in order to solve a problem
what is the presentation layer in the osi model,a testing method where the internal structure design implementation of the item being tested is known to the tester,INCORRECT,0,what is the presentation layer in the osi model [SEP] a testing method where the internal structure design implementation of the item being tested is known to the tester
what is the session layer in the osi model,it manages the establishment maintenance and termination of connections sessions between applications,GOOD,10,what is the session layer in the osi model [SEP] it manages the establishment maintenance and termination of connections sessions between applications
what is the session layer in the osi model,sessions osi connections applications establishment maintenance termination establishment manages dialogue control,PARTIAL,5,what is the session layer in the osi model [SEP] sessions osi connections applications establishment maintenance termination establishment manages dialogue control
what is the session layer in the osi model,session,WEAK,2,what is the session layer in the osi model [SEP] session
what is the session layer in the osi model,it creates an ordered list typically displayed with numbers or letters,INCORRECT,0,what is the session layer in the osi model [SEP] it creates an ordered list typically displayed with numbers or letters
what is the session layer in the osi model,i don t know,INCORRECT,0,what is the session layer in the osi model [SEP] i don t know
what is the transport layer in the osi model,tcp reliable and ensures data correction udp e error transfer it control g,GOOD,10,what is the transport layer in the osi model [SEP] tcp reliable and ensures data correction udp e error transfer it control g
what is the transport layer in the osi model,error data osi tcp ensures udp correction transfer,PARTIAL,5,what is the transport layer in the osi model [SEP] error data osi tcp ensures udp correction transfer
what is the transport layer in the osi model,transport,WEAK,2,what is the transport layer in the osi model [SEP] transport
what is the transport layer in the osi model,i don t know,INCORRECT,0,what is the transport layer in the osi model [SEP] i don t know
what is the transport layer in the osi model,i don t know,INCORRECT,0,what is the transport layer in the osi model [SEP] i don t know
what is a derived attribute in an er diagram,an attribute whose value is calculated from other attributes and is not physically stored in the database e g age derived from date of birth,GOOD,10,what is a derived attribute in an er diagram [SEP] an attribute whose value is calculated from other attributes and is not physically stored in the database e g age derived from date of birth
what is a derived attribute in an er diagram,attribute derived calculated attributes database date stored derived birth attribute,PARTIAL,5,what is a derived attribute in an er diagram [SEP] attribute derived calculated attributes database date stored derived birth attribute
what is a derived attribute in an er diagram,attributes,WEAK,2,what is a derived attribute in an er diagram [SEP] attributes
what is a derived attribute in an er diagram,american standard code for information interchange a character encoding standard for text,INCORRECT,0,what is a derived attribute in an er diagram [SEP] american standard code for information interchange a character encoding standard for text
what is a derived attribute in an er diagram,a bug in a program that causes it to operate incorrectly but not to terminate abnormally producing wrong output,INCORRECT,0,what is a derived attribute in an er diagram [SEP] a bug in a program that causes it to operate incorrectly but not to terminate abnormally producing wrong output
what is a multivalued attribute,an attribute that can hold multiple values for a single entity instance e g phone numbers,GOOD,10,what is a multivalued attribute [SEP] an attribute that can hold multiple values for a single entity instance e g phone numbers
what is a multivalued attribute,single multiple values phone multiple values single entity can,PARTIAL,5,what is a multivalued attribute [SEP] single multiple values phone multiple values single entity can
what is a multivalued attribute,attribute,WEAK,2,what is a multivalued attribute [SEP] attribute
what is a multivalued attribute,i don t know,INCORRECT,0,what is a multivalued attribute [SEP] i don t know
what is a multivalued attribute,it allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads,INCORRECT,0,what is a multivalued attribute [SEP] it allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads
what is a composite attribute,an attribute that can be subdivided into smaller sub parts e g address into street city zip,GOOD,10,what is a composite attribute [SEP] an attribute that can be subdivided into smaller sub parts e g address into street city zip
what is a composite attribute,city sub smaller street attribute zip subdivided,PARTIAL,5,what is a composite attribute [SEP] city sub smaller street attribute zip subdivided
what is a composite attribute,subdivided,WEAK,2,what is a composite attribute [SEP] subdivided
what is a composite attribute,a situation where a set of processes are blocked because each process is holding a resource and waiting for another resource held by some other process,INCORRECT,0,what is a composite attribute [SEP] a situation where a set of processes are blocked because each process is holding a resource and waiting for another resource held by some other process
what is a composite attribute,a small sized type of volatile computer memory that provides high speed data access to a processor and stores frequently used computer programs applications and data,INCORRECT,0,what is a composite attribute [SEP] a small sized type of volatile computer memory that provides high speed data access to a processor and stores frequently used computer programs applications and data
what is sql injection,a code injection technique used to data driven applications by malicious sql statements into entry fields,GOOD,10,what is sql injection [SEP] a code injection technique used to data driven applications by malicious sql statements into entry fields
what is sql injection,malicious sql statements code injection sql driven injection fields statements used entry,PARTIAL,5,what is sql injection [SEP] malicious sql statements code injection sql driven injection fields statements used entry
what is sql injection,inserting,WEAK,2,what is sql injection [SEP] inserting
what is sql injection,a bug in a program that causes it to operate incorrectly but not to terminate abnormally producing wrong output,INCORRECT,0,what is sql injection [SEP] a bug in a program that causes it to operate incorrectly but not to terminate abnormally producing wrong output
what is sql injection,american standard code for information interchange a character encoding standard for electronic communication,INCORRECT,0,what is sql injection [SEP] american standard code for information interchange a character encoding standard for electronic communication
what is the having clause in sql,is to filter records that work on summarized group results similar to where but for groups,GOOD,10,what is the having clause in sql [SEP] is to filter records that work on summarized group results similar to where but for groups
what is the having clause in sql,clause work group by sql results summarized results group filter records aggregate functions,PARTIAL,5,what is the having clause in sql [SEP] clause work group by sql results summarized results group filter records aggregate functions
what is the having clause in sql,filter records,WEAK,2,what is the having clause in sql [SEP] filter records
what is the having clause in sql,the bit in a multiple bit binary number with the smallest value right most bit,INCORRECT,0,what is the having clause in sql [SEP] the bit in a multiple bit binary number with the smallest value right most bit
what is the having clause in sql,i don t know,INCORRECT,0,what is the having clause in sql [SEP] i don t know
what is the distinct keyword in sql,it is used to return only distinct different values in a result set eliminating duplicates,GOOD,10,what is the distinct keyword in sql [SEP] it is used to return only distinct different values in a result set eliminating duplicates
what is the distinct keyword in sql,return set distinct keyword different only eliminate duplicates eliminate unique,PARTIAL,5,what is the distinct keyword in sql [SEP] return set distinct keyword different only eliminate duplicates eliminate unique
what is the distinct keyword in sql,distinct,WEAK,2,what is the distinct keyword in sql [SEP] distinct
what is the distinct keyword in sql,a method to simplify boolean algebra expressions by organizing truth table values into a grid,INCORRECT,0,what is the distinct keyword in sql [SEP] a method to simplify boolean algebra expressions by organizing truth table values into a grid
what is the distinct keyword in sql,i don t know,INCORRECT,0,what is the distinct keyword in sql [SEP] i don t know
what is referential integrity,a database concept that relationships between tables remain consistent foreign value must a key in the parent table,GOOD,10,what is referential integrity [SEP] a database concept that relationships between tables remain consistent foreign value must a key in the parent table
what is referential integrity,tables concept primary table match ensuring key value must relationships constraint,PARTIAL,5,what is referential integrity [SEP] tables concept primary table match ensuring key value must relationships constraint
what is referential integrity,match,WEAK,2,what is referential integrity [SEP] match
what is referential integrity,non volatile memory that stores permanent data or instructions firmware required to boot the computer,INCORRECT,0,what is referential integrity [SEP] non volatile memory that stores permanent data or instructions firmware required to boot the computer
what is referential integrity,volatile memory is computer storage that only maintains its data while the device is powered e g ram,INCORRECT,0,what is referential integrity [SEP] volatile memory is computer storage that only maintains its data while the device is powered e g ram
what is sdlc systems development life cycle,a process for planning creating testing and deploying an information system,GOOD,10,what is sdlc systems development life cycle [SEP] a process for planning creating testing and deploying an information system
what is sdlc systems development life cycle,development system creating planning creating testing deploying process sdlc information phases,PARTIAL,5,what is sdlc systems development life cycle [SEP] development system creating planning creating testing deploying process sdlc information phases
what is sdlc systems development life cycle,information,WEAK,2,what is sdlc systems development life cycle [SEP] information
what is sdlc systems development life cycle,an analysis used to determine the viability of an idea ensuring a project is legally technically and economically justifiable,INCORRECT,0,what is sdlc systems development life cycle [SEP] an analysis used to determine the viability of an idea ensuring a project is legally technically and economically justifiable
what is sdlc systems development life cycle,it creates an ordered list typically displayed with numbers or letters,INCORRECT,0,what is sdlc systems development life cycle [SEP] it creates an ordered list typically displayed with numbers or letters
what is requirement gathering in sdlc,the phase where the needs of stakeholders are identified and documented to determine what the system should do,GOOD,10,what is requirement gathering in sdlc [SEP] the phase where the needs of stakeholders are identified and documented to determine what the system should do
what is requirement gathering in sdlc,sdlc should stakeholders identified documented documented requirement do,PARTIAL,5,what is requirement gathering in sdlc [SEP] sdlc should stakeholders identified documented documented requirement do
what is requirement gathering in sdlc,documented,WEAK,2,what is requirement gathering in sdlc [SEP] documented
what is requirement gathering in sdlc,a programming technique where a function calls itself in order to solve a problem,INCORRECT,0,what is requirement gathering in sdlc [SEP] a programming technique where a function calls itself in order to solve a problem
